item	article	labelAr
http://www.wikidata.org/entity/Q12244789	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D9%81%D8%A9_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9	مكتبة المعرفة العامة
http://www.wikidata.org/entity/Q12244806	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%B9%D8%A7%D8%B1%D9%81_%D8%AD%D9%83%D9%85%D8%AA	مكتبة عارف حكمت
http://www.wikidata.org/entity/Q12244811	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D8%B5%D8%B1_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9_%D8%A8%D8%A7%D9%84%D9%88%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF	مكتبة مبارك العامة بالوادي الجديد
http://www.wikidata.org/entity/Q10966405	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%A3%D9%86%D8%AC%D9%84%D9%88_%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9	مكتبة الأنجلو المصرية
http://www.wikidata.org/entity/Q5042665	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A8%D9%8A%D8%A8%D8%B3	مكتبة بيبس
http://www.wikidata.org/entity/Q16128460	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D9%85_%D8%A7%D8%A8%D9%86_%D8%A7%D9%84%D9%82%D9%8A%D9%85_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9	مكتبة الإمام ابن القيم العامة
http://www.wikidata.org/entity/Q4793194	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%88%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A3%D8%B1%D9%85%D9%86_%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A	مكتبة ومتحف الأرمن الأمريكي
http://www.wikidata.org/entity/Q11146913	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%84%D9%8A%D9%86%D8%B1%D8%AA_%D9%88%D9%84%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%83	مكتبة لينرت ولاندروك
http://www.wikidata.org/entity/Q4892367	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A8%D9%8A%D8%B1%D9%84%D9%86_%D8%A8%D9%8A%D9%83_%D8%A7%D9%84%D8%AA%D8%B0%D9%83%D8%A7%D8%B1%D9%8A%D8%A9	مكتبة بيرلن بيك التذكارية
http://www.wikidata.org/entity/Q11036866	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AF%D9%8A%D8%B1_%D8%B3%D8%A7%D9%86%D8%AA_%D9%83%D8%A7%D8%AA%D8%B1%D9%8A%D9%86	مكتبة دير سانت كاترين
http://www.wikidata.org/entity/Q5000155	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A8%D8%B1%D9%86%D8%B3%D8%A7%D9%8A%D8%AF	مكتبة برنسايد
http://www.wikidata.org/entity/Q16128464	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9_%D9%81%D9%8A_%D8%A8%D9%8A%D8%B1%D9%88%D8%AA	مكتبة الجامعة الأمريكية في بيروت
http://www.wikidata.org/entity/Q47088811	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AA%D9%8A%D8%A7%D9%86%D8%AC%D9%8A%D9%86	مكتبة تيانجين
http://www.wikidata.org/entity/Q17108747	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D9%85%D8%A7_%D8%AD%D9%8A%D8%AF%D8%B1%D8%A9	مكتبة مما حيدرة
http://www.wikidata.org/entity/Q17511676	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9_%D9%81%D9%8A_%D8%A8%D8%A7%D8%B1%D9%8A%D8%B3	المكتبة الأمريكية في باريس
http://www.wikidata.org/entity/Q621799	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D9%82%D8%B7%D8%B1	مكتبة جامعة قطر
http://www.wikidata.org/entity/Q188915	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9	مكتبة إسرائيل الوطنية
http://www.wikidata.org/entity/Q420747	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D8%A7%D9%84%D9%81%D9%86%D9%84%D9%86%D8%AF%D9%8A%D8%A9	المكتبة الوطنية الفنلندية
http://www.wikidata.org/entity/Q15223702	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%87%D9%8A%D8%B1%D9%8A%D9%81%D9%88%D8%B1%D8%AF_%D9%83%D8%A7%D8%AB%D8%AF%D8%B1%D8%A7%D9%84	مكتبة هيريفورد كاثدرال
http://www.wikidata.org/entity/Q7157238	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D8%AA%D8%AD%D9%81_%D8%A8%D9%8A%D8%A8%D9%88%D8%AF%D9%8A_%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE%D9%8A%D8%A9	مكتبة متحف بيبودي التاريخية
http://www.wikidata.org/entity/Q611833	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D9%84%D9%84%D8%B7%D8%A8	المكتبة الوطنية لعلم الطب
http://www.wikidata.org/entity/Q118398	https://ar.wikipedia.org/wiki/%D8%A3%D8%B1%D8%AE%D8%A7%D9%8A%D9%81	أرخايف
http://www.wikidata.org/entity/Q773989	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D9%85%D8%A7%D9%86%D8%B4%D8%B3%D8%AA%D8%B1	مكتبة جامعة مانشستر
http://www.wikidata.org/entity/Q875031	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%81%D9%82%D9%87_%D8%A7%D9%84%D9%84%D8%BA%D8%A9	مكتبة فقه اللغة
http://www.wikidata.org/entity/Q814779	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A8%D9%8A%D9%86%D9%8A%D9%83_%D9%84%D9%84%D9%83%D8%AA%D8%A8_%D8%A7%D9%84%D9%86%D8%A7%D8%AF%D8%B1%D8%A9_%D9%88%D8%A7%D9%84%D9%85%D8%AE%D8%B7%D9%88%D8%B7%D8%A7%D8%AA	مكتبة بينيك للكتب النادرة والمخطوطات
http://www.wikidata.org/entity/Q1236267	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AC%D9%88%D9%86_%D8%B1%D8%A7%D9%8A%D9%84%D9%86%D8%AF%D8%B2	مكتبة جون رايلندز
http://www.wikidata.org/entity/Q1386210	https://ar.wikipedia.org/wiki/%D8%A5%D9%81-%D8%AF%D8%B1%D9%88%D9%8A%D8%AF	إف-درويد
http://www.wikidata.org/entity/Q6866942	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D8%AF%D8%A8%D9%88%D9%84%D9%8A	مكتبة مدبولي
http://www.wikidata.org/entity/Q6585222	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D9%84%D9%84%D9%8A%D8%AA	مكتبة ملليت
http://www.wikidata.org/entity/Q20424780	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86%D9%8A%D8%A9	مكتبة الجامعة الأردنية
http://www.wikidata.org/entity/Q6866821	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%B4%D8%A7%D8%B1%D9%82%D8%A9	مكتبة الشارقة
http://www.wikidata.org/entity/Q6866954	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D8%B5%D8%B1_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9	مكتبة مصر العامة
http://www.wikidata.org/entity/Q6866890	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF	مكتبة جامعة بغداد
http://www.wikidata.org/entity/Q6039907	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%86%D9%88%D8%B1_%D8%A7%D9%84%D8%B9%D8%AB%D9%85%D8%A7%D9%86%D9%8A%D8%A9	مكتبة النور العثمانية
http://www.wikidata.org/entity/Q6294156	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%81%D8%A7%D8%B3%D9%83%D9%88%D9%86%D8%B3%D9%8A%D9%84%D9%88%D8%B3	مكتبة فاسكونسيلوس
http://www.wikidata.org/entity/Q2371017	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A9_%D9%84%D9%84%D8%B9%D9%84%D9%88%D9%85_%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A%D8%A9_%D9%88%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%D9%8A%D8%A9	المكتبة البريطانية للعلوم السياسية والاقتصادية
http://www.wikidata.org/entity/Q1167115	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D9%88%D9%86	مكتبة مون
http://www.wikidata.org/entity/Q5962510	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%85%D8%B1%D8%B9%D8%B4%D9%8A_%D8%A7%D9%84%D9%86%D8%AC%D9%81%D9%8A	مكتبة المرعشي النجفي
http://www.wikidata.org/entity/Q18615487	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%B3%D8%B1%D9%82%D8%B3%D8%B7%D8%A9	مكتبة جامعة سرقسطة
http://www.wikidata.org/entity/Q28149782	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%A3%D8%B3%D9%82%D9%81%D9%8A%D8%A9_%D8%A8%D8%AA%D9%88%D9%86%D8%B3	المكتبة الأسقفية بتونس
http://www.wikidata.org/entity/Q25451405	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%85%D9%84%D9%83_%D9%81%D9%87%D8%AF_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9_%D8%A8%D8%AC%D8%AF%D8%A9	مكتبة الملك فهد العامة بجدة
http://www.wikidata.org/entity/Q880794	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D9%87%D8%A7%D9%8A%D8%AF%D9%84%D8%A8%D8%B1%D8%BA	مكتبة جامعة هايدلبرغ
http://www.wikidata.org/entity/Q1028334	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D9%83%D8%A7%D9%85%D8%A8%D8%B1%D9%8A%D8%AF%D8%AC	مكتبة جامعة كامبريدج
http://www.wikidata.org/entity/Q25451476	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%8A%D9%88%D8%B3%D9%81_%D8%A3%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%BA%D8%A7%D9%86%D9%85	مكتبة يوسف أحمد الغانم
http://www.wikidata.org/entity/Q4118405	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A%D8%A9_%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D9%8A%D8%A9_%D9%81%D9%8A_%D9%8A%D8%A7%D8%B4	المكتبة المركزية الجامعية في ياش
http://www.wikidata.org/entity/Q6554520	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D8%AA%D8%AD%D9%81_%D9%82%D8%B5%D8%B1_%D8%B7%D9%88%D8%A8_%D9%82%D8%A7%D8%A8%D9%8A	مكتبة متحف قصر طوب قابي
http://www.wikidata.org/entity/Q82133	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A8%D9%88%D8%AF%D9%84%D9%8A	مكتبة بودلي
http://www.wikidata.org/entity/Q604841	https://ar.wikipedia.org/wiki/%D8%A5%D8%B6%D8%A7%D9%81%D8%A7%D8%AA_%D9%85%D9%88%D8%B2%D9%8A%D9%84%D8%A7	إضافات موزيلا
http://www.wikidata.org/entity/Q6580698	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%B1%D8%A7%D8%BA%D8%A8_%D8%A8%D8%A7%D8%B4%D8%A7	مكتبة راغب باشا
http://www.wikidata.org/entity/Q477675	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A	مكتبة البرلمان الوطني
http://www.wikidata.org/entity/Q229883	https://ar.wikipedia.org/wiki/%D8%A8%D8%A8%D9%85%D8%AF_%D8%B3%D9%86%D8%AA%D8%B1%D8%A7%D9%84	ببمد سنترال
http://www.wikidata.org/entity/Q206316	https://ar.wikipedia.org/wiki/%D8%A3%D9%88%D8%B1%D8%A7%D9%82_%D8%A8%D8%AD%D8%AB%D9%8A%D8%A9_%D9%81%D9%8A_%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF	أوراق بحثية في الاقتصاد
http://www.wikidata.org/entity/Q28936504	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D9%83%D8%A9_%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9	مكتبة مكة المكرمة
http://www.wikidata.org/entity/Q1967876	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D9%84%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A9_%D8%A7%D9%84%D8%AA%D8%B4%D9%8A%D9%83	المكتبة الوطنية لجمهورية التشيك
http://www.wikidata.org/entity/Q29514014	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AC%D8%A7%D9%85%D8%B9_%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D9%82%D8%A7%D8%A8%D9%88%D8%B3_%D8%A7%D9%84%D8%A3%D9%83%D8%A8%D8%B1	مكتبة جامع السلطان قابوس الأكبر
http://www.wikidata.org/entity/Q856640	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE_%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B5%D8%B1	متحف التاريخ المعاصر
http://www.wikidata.org/entity/Q23308	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A9	المكتبة البريطانية
http://www.wikidata.org/entity/Q21422344	https://ar.wikipedia.org/wiki/%D8%A3%D9%8A_%D8%A8%D9%8A_%D8%A5%D9%81_%D8%A5%D8%B3	أي بي إف إس
http://www.wikidata.org/entity/Q17512757	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%81%D9%86_%D8%A7%D9%84%D8%B7%D9%87%D9%8A	مكتبة فن الطهي
http://www.wikidata.org/entity/Q17055418	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A9_%D8%A7%D9%84%D9%86%D9%8A%D9%88%D8%B2%D9%8A%D9%84%D9%86%D8%AF%D9%8A%D8%A9	المكتبة البرلمانية النيوزيلندية
http://www.wikidata.org/entity/Q54965407	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%85%D8%AD%D9%85%D8%AF_%D8%A3%D8%B1%D9%83%D9%88%D9%86	مكتبة محمد أركون
http://www.wikidata.org/entity/Q76949205	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%B9%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%B9%D8%A8%D8%A7%D8%B3%D9%8A%D8%A9_%D8%A7%D9%84%D9%85%D9%82%D8%AF%D8%B3%D8%A9	مكتبة العتبة العباسية المقدسة
http://www.wikidata.org/entity/Q54641785	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%85%D9%84%D9%83_%D8%B3%D8%B9%D9%88%D8%AF	مكتبة الملك سعود
http://www.wikidata.org/entity/Q54874925	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D8%A8%D9%86_%D8%B2%D9%8A%D8%AF%D9%88%D9%86_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9_(%D8%A3%D9%85_%D8%A7%D9%84%D9%81%D8%AD%D9%85)	المكتبة العامة ابن زيدون ام الفحم
http://www.wikidata.org/entity/Q30080819	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A3%D9%85%D9%8A%D8%B1_%D8%A7%D9%84%D9%85%D8%A4%D9%85%D9%86%D9%8A%D9%86	مكتبة أمير المؤمنين
http://www.wikidata.org/entity/Q5876409	https://ar.wikipedia.org/wiki/%D8%AD%D9%85%D8%A7%D9%85_%D8%A7%D9%84%D8%B4%D8%A7%D9%87_%D8%B1%D9%83%D9%86_%D8%A7%D9%84%D8%AF%D9%8A%D9%86	حمام الشاه ركن الدين
http://www.wikidata.org/entity/Q27302	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A3%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A7_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9	مكتبة ألمانيا الوطنية
http://www.wikidata.org/entity/Q131454	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%83%D9%88%D9%86%D8%BA%D8%B1%D8%B3	مكتبة الكونغرس
http://www.wikidata.org/entity/Q39628	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%88%D8%A3%D8%B1%D8%B4%D9%8A%D9%81_%D9%83%D9%8A%D8%A8%D9%8A%D9%83	مكتبة وأرشيف كيبيك
http://www.wikidata.org/entity/Q168756	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D9%83%D8%A7%D9%84%D9%8A%D9%81%D9%88%D8%B1%D9%86%D9%8A%D8%A7_(%D8%A8%D8%B1%D9%83%D9%84%D9%8A)	جامعة كاليفورنيا، بركلي
http://www.wikidata.org/entity/Q170109	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A8%D8%B1%D9%84%D9%8A%D9%86_%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D9%8A%D8%A9	مكتبة برلين الحكومية
http://www.wikidata.org/entity/Q171290	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%AA%D8%A8%D8%B1%D9%8A%D8%B2_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9	مكتبة تبريز الوطنية
http://www.wikidata.org/entity/Q460907	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A%D8%A9_%D9%81%D9%8A_%D9%81%D9%84%D9%88%D8%B1%D9%86%D8%B3%D8%A7	المكتبة الوطنية المركزية في فلورنسا
http://www.wikidata.org/entity/Q304037	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D8%A7%D9%84%D9%86%D9%85%D8%B3%D8%A7%D9%88%D9%8A%D8%A9	المكتبة الوطنية النمساوية
http://www.wikidata.org/entity/Q256507	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%A8%D8%A7%D9%81%D8%A7%D8%B1%D9%8A%D8%A9_%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D9%8A%D8%A9	المكتبة البافارية الحكومية
http://www.wikidata.org/entity/Q618450	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D8%A7%D9%84%D9%8A%D9%85%D9%86%D9%8A%D8%A9	المكتبة الوطنية اليمنية
http://www.wikidata.org/entity/Q618252	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A3%D9%88%D8%BA%D9%86%D8%AF%D8%A7_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9	مكتبة أوغندا الوطنية
http://www.wikidata.org/entity/Q618359	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86	مكتبة السودان
http://www.wikidata.org/entity/Q606065	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A%D8%A9	المكتبة الوطنية التونسية
http://www.wikidata.org/entity/Q618281	https://ar.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1_%D8%A7%D9%84%D9%83%D8%AA%D8%A8_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D9%84%D8%AF%D9%88%D9%84%D8%A9_%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA	دار الكتب الوطنية لدولة الإمارات
http://www.wikidata.org/entity/Q618436	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D8%B8%D8%A7%D9%87%D8%B1%D9%8A%D8%A9	المكتبة الظاهرية
http://www.wikidata.org/entity/Q680212	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8_%D8%A7%D9%84%D8%A3%D9%85%D9%85_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9_%D9%81%D9%8A_%D8%AC%D9%86%D9%8A%D9%81	مكتب الأمم المتحدة في جنيف
http://www.wikidata.org/entity/Q213678	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%81%D8%A7%D8%AA%D9%8A%D9%83%D8%A7%D9%86	مكتبة الفاتيكان
http://www.wikidata.org/entity/Q193563	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D8%A7%D9%84%D9%81%D8%B1%D9%86%D8%B3%D9%8A%D8%A9	المكتبة الوطنية الفرنسية
http://www.wikidata.org/entity/Q6721014	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%8A	مكتبة المعادي
http://www.wikidata.org/entity/Q12244798	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A8%D9%84%D8%AF%D9%8A%D8%A9_%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9	مكتبة بلدية الإسكندرية
http://www.wikidata.org/entity/Q691686	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B9%D9%87%D8%AF_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%8A_%D9%84%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA_%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9_%D9%88%D8%A7%D9%84%D8%AA%D9%86%D9%85%D9%8A%D8%A9	المعهد العالي للدراسات الدولية والتنمية
http://www.wikidata.org/entity/Q6364835	https://ar.wikipedia.org/wiki/%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D9%83%D9%86%D8%B3%D8%A7%D8%B3_%D8%B3%D9%8A%D8%AA%D9%8A	مكتبة كنساس سيتي
